LOC_ID,NAME,ADDRESS,ADDRESS2,MUNI_NAME,PROVINCE,POSTAL_CODE,NOTES,STATUS,PHONE,WEBSITE,REC_ID,PROPERTY_TYPE,LOC_TYPE,FOM_NAME,FOM_TYPE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,LOC_CODE,COUNTRY,LOC_ADD_ID,LAT,LONG
RLC10033,South Similkameen Health Centre,700 3rd Street,,Keremeos,BC,V0X 1N3,,Current,250-499-3000,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=South%20Similkameen%20Health%20Centre&svc=&ploc=,5224,,Health,Keremeos,Community Educational Facility,,,RACHELW,20240801180237,SOSHC,Canada,ARLC10033,1449306.7093,484968.0095
RLC10139,Child & Adolescent Response Team,"2425 Quebec Street, Unit 200",,Vancouver,BC,V5T 4L6,,Current,,,5282,,Health,,HR,,,RACHELW,20240801180237,CHART,Canada,ARLC10139,1210995.9434,476220.8783
RLC10141,Nanaimo Mental Health & Substance Abuse,"2000 Island Highway North, Unit 203",,Nanaimo,BC,V9S 5W3,,Current,,,5283,,Health,,HR,,,RACHELW,20240801180237,NMHSA,Canada,ARLC10141,1150091.2512,463353.2114
RLC10142,Child & Family Services Office,550 Cambie Street,3rd Floor,Vancouver,BC,V6B 2N7,,Current,,,5284,,Health,,HR,,,RACHELW,20240801180237,YTFPS,Canada,ARLC10142,1210353.7807,478132.092
RLC10144,Kamloops Mental Health & Addiction Services,235 Lansdowne Street,,Kamloops,BC,V2C 1X8,,Current,,,5285,,Health,,HR,,,RACHELW,20240801180237,KMHAS,Canada,ARLC10144,1399640.6646,645077.6531
RLC10123,Saanich Peninsula Hospital,2166 Mt. Newton Cross Road,,Saanichton,BC,V8M 2B2,,Current,250-544-7676,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/saanich-peninsula-hospital,5268,,Hospital,Saanich,Community Educational Facility,,,RACHELW,20240801180237,SAAPH,Canada,ARLC10123,1191365.155,401306.4497
RLC10124,Shuswap Lake General Hospital,"601 10th Street NE, PO Box 520",,Salmon Arm,BC,V1E 4N6,,Current,250-833-3600,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Shuswap%20Lake%20General%20Hospital&svc=&ploc=,5269,,Hospital,Salmon Arm,Community Educational Facility,,,RACHELW,20240801180237,SLGH,Canada,ARLC10124,1474038.2847,654685.0546
RLC10125,Lady Minto / Gulf Islands Hospital,135 Crofton Road,,Salt Spring Island,BC,V8K 1T1,,Current,250-538-4800,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/lady-minto-gulf-islands-hospital,5270,,Hospital,Salt Spring Island,Community Educational Facility,,,RACHELW,20240801180237,LMGIH,Canada,ARLC10125,1183045.794,430515.0635
RLC10464,UBC Dairy Education and Research Centre - Feed Intake Research Facility,"6947 Lougheed Highway, Box 202",,Agassiz,BC,V0M 1A0,,Current,,,5438,Leased to UBC,Academic,,,RACHELW,20240512044633,RACHELW,20240801180739,DAIRY5,Canada,ARLC10464,1308629.7822,478843.9958
RLC10463,UBC Dairy Education and Research Centre - Heifer Research Facility,"6947 Lougheed Highway, Box 202",,Agassiz,BC,V0M 1A0,,Current,,,5437,Leased to UBC,Academic,,,RACHELW,20240512044633,RACHELW,20240801180739,DAIRY4,Canada,ARLC10463,1308674.6544,478809.6038
RLC10457,Vancouver Island Technology Park - UBC School of Speech Sciences,"4464 Markham Street, Unit 2201",,Victoria,BC,V8Z 7X8,,Current,,,5424,,Academic,,,RACHELW,20240312204815,RACHELW,20240801180906,VITPS,Canada,ARLC10457,1191661.9152,389928.2323
RLC10383,Maples Adolescent Treatment Centre,3405 Willingdon Avenue,,Burnaby,BC,V5C 3H4,,Current,,,5387,,Health,,HR,RACHELW,20190925192157,RACHELW,20240801180959,MPATC,Canada,ARLC10383,1218145.9798,475475.5429
RLC10176,Surrey Fraser Valley Regional Service Clinic,10022 King George Boulevard,,Surrey,BC,V3T 2W4,,Current,,,5311,,Health,,HR,,,RACHELW,20240801180959,SFVRSC,Canada,ARLC10176,1230216.2922,468287.9193
RLC10361,Oakhill Counselling & Mediation Services,2663 James Street,,Abbotsford,BC,V2T 3L6,,Current,,,5370,,Health,,HR,GISSTUD1,20190920224619,RACHELW,20240801180959,OCMS,Canada,ARLC10361,1268497.8762,455226.1844
RLC10360,BC Research Inc,"200 Granville Street, Unit 1800",,Vancouver,BC,V6C 1S4,,Current,,,5369,,Health,,HR,GISSTUD1,20190920224452,RACHELW,20240801180959,BCRSI,Canada,ARLC10360,1210199.039,478772.0281
RLC10356,Genesis Fertility Center,"1367 West Broadway, Unit 300",,Vancouver,BC,V6H 4A7,,Current,,,5366,,Health,,HR,GISSTUD1,20190920223738,RACHELW,20240801180959,GENFC,Canada,ARLC10356,1208658.4853,476168.7617
RLC10335,Fairmont Medical Building,750 West Broadway,,Vancouver,BC,V5Z 1J2,,Current,,,5352,,Health,,HR,GISSTUD1,20190920222655,RACHELW,20240801180959,FARMB,Canada,ARLC10335,1209670.7329,476122.1888
RLC10149,Compass Clinic,"1720 Grant Street, Unit 302",,Vancouver,BC,V5L 2Y7,,Current,,,5290,,Health,,HR,,,RACHELW,20240801180959,COMPC,Canada,ARLC10149,1211221.1513,475368.6416
RLC10194,Arthiritis Research Centre of Canada,5591 No. 3 Road,,Richmond,BC,V6X 2C7,,Current,,,5323,,Health,,HR,,,RACHELW,20240801180959,ARRCC,Canada,ARLC10194,1208894.1812,466298.144
RLC10157,Kinexus Bioinformatics Corporation,"8755 Ash Street, Unit 1",,Vancouver,BC,V6P 6T3,,Current,,,5295,,Health,,HR,,,RACHELW,20240801180959,KINBC,Canada,ARLC10157,1210080.269,469823.2271
RLC10334,Pacific Institution / Regional Treatment Centre,"33344 King Road, PO Box 3000",,Abbotsford,BC,V2S 4P4,,Current,,,5351,,Health,,HR,GISSTUD1,20190920222524,RACHELW,20240801180959,PIRTC,Canada,ARLC10334,1270743.2154,453100.3007
RLC10388,Canadian Blood Services,4750 Oak Street,,Vancouver,BC,V6H 2N9,,Current,,,5392,,Health,,HR,RACHELW,20191016164242,RACHELW,20240801180959,CDNBS,Canada,ARLC10388,1209357.7713,473894.5511
RLC10126,Sechelt Hospital,5544 Sunshine Coast Highway,,Sechelt,BC,V0N 3A0,formerly known as St. Mary's Hospital,Current,604-885-2224,http://www.vch.ca/Locations-Services/result?res_id=648,5271,,Hospital,Sechelt,Community Educational Facility,,,RACHELW,20240801180237,SH,Canada,ARLC10126,1163216.5249,498039.2818
RLC10127,Sidney Satellite - Medical Laboratory,2357 James White Boulevard,,Sidney,BC,V8L 0A1,,Current,250-370-8355,https://www.islandhealth.ca/our-locations/medical-laboratory-locations/lab-sidney-satellite-medical-laboratory,5272,,Health,Sidney,Community Educational Facility,,,RACHELW,20240801180237,SDSML,Canada,ARLC10127,1191823.3932,407302.5808
RLC10128,Bulkley Valley District Hospital,"3950 8th Avenue, PO Box 370",,Smithers,BC,V0J 2N0,,Current,250-847-2611,https://www.northernhealth.ca/locations/hospitals/bulkley-valley-district-hospital,5273,,Hospital,Smithers,Community Educational Facility,,,RACHELW,20240801180237,BLVDH,Canada,ARLC10128,925378.4643,1087819.9958
RLC10169,Maple RIdge Mental Health Office,22470 Dewdney Trunk Road,,Maple Ridge,BC,V2X 5Z6,,Current,,,5305,,Health,,HR,,,RACHELW,20240801180237,MRMHO,Canada,ARLC10169,1247879.0891,473005.1954
RLC10046,North Island Hospital Comox Valley,101 Lerwick Road,,Courtenay,BC,V9N 0B9,,Current,250-331-5900,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/north-island-hospital-comox-valley,5117,,Hospital,North Island Hospital Comox Valley,Affiliated Regional Centre,,,RACHELW,20240801180237,NIHCV,Canada,ARLC10046,1074318.8456,522350.0628
RLC10049,Richmond Hospital - Rotunda,7000 Westminster Highway,,Richmond,BC,V6X 1A2,2 Faxes: (604) 244-5552 (Medical Administration) or (604) 244-5196 (Health Information Requests),Current,604-278-9711,http://www.vch.ca/Locations-Services/result?res_id=1,5079,,Hospital,Richmond Hospital,Affiliated Regional Centre,NIKT,20200128235845,RACHELW,20240801180237,RHROT,Canada,ARLC10049,1208292.3222,465495.7284
RLC10189,Vancouver CBT Centre,"1765 West 8th Avenue, Unit 302",,Vancouver,BC,V6J 5C6,,Current,,,5322,,Health,,HR,,,RACHELW,20240801180959,VCBTC,Canada,ARLC10189,1207951.7475,476247.0245
RLC10188,LifeLabs Medical Laboratory Services,3680 Gilmore Way,,Burnaby,BC,V5G 4V8,,Current,,,5321,,Health,,HR,,,RACHELW,20240801180959,LLMLS,Canada,ARLC10188,1218017.6445,474960.3286
RLC10187,Echelon Centre,575 West 8th Avenue,,Vancouver,BC,V5Z 1C6,,Current,,,5320,,Health,,HR,,,RACHELW,20240801180959,ECHLC,Canada,ARLC10187,1209984.2768,476277.4244
RLC10183,Rural Maternity Research Office,"1501 West Broadway, Unit 530",,Vancouver,BC,V6J 4Z6,,Current,,,5317,,Health,,HR,,,RACHELW,20240801180959,RMTRO,Canada,ARLC10183,1208380.2252,476147.5593
RLC10179,Laurel Medical Centre,"888 West 8th Avenue, Unit 310",,Vancouver,BC,V5Z 3Y1,,Current,,,5314,,Health,,HR,,,RACHELW,20240801180959,LARMC,Canada,ARLC10179,1209510.2923,476235.118
RLC10178,Broadway Medical Building,943 West Broadway,,Vancouver,BC,V5Z 4E1,,Current,,,5313,,Health,,HR,,,RACHELW,20240801180959,BRMDB,Canada,ARLC10178,1209389.8703,476173.6853
RLC10175,West Vancouver Laboratory - Department of Fisheries & Oceans,4160 Marine Drive,,West Vancouver,BC,V7V 1N6,,Current,,,5310,,Academic,,HR,,,RACHELW,20240801180959,WVDFO,Canada,ARLC10175,1201268.8736,484477.4763
RLC10443,City Centre 1,13737 96th Avenue,,Surrey,BC,V3V 0C6,,Current,,,5414,,Academic,,,RACHELW,20220620183743,RACHELW,20240801180959,CITYC1,Canada,ARLC10443,1230462.8324,467535.9471
RLC10168,Broadway West Medical - Dental Centre,2732 West Broadway,,Vancouver,BC,V6K 2G4,,Current,,,5304,,Health,,HR,,,RACHELW,20240801180959,BRWMD,Canada,ARLC10168,1206323.2384,476071.8482
RLC10167,Lightintegra Technology Inc.,2285 Clark Drive,,Vancouver,BC,V5N 3G8,,Current,,,5303,,Health,,HR,,,RACHELW,20240801180959,LTINC,Canada,ARLC10167,1212821.1512,476422.412
RLC10145,Cedar Project - Vancouver,378 Powell Street,,Vancouver,BC,V6A 1G4,,Current,,,5286,,Health,,HR,,,RACHELW,20240801180959,VANCP,Canada,ARLC10145,1211425.2609,478413.3762
RLC10375,VanPsych,"601 West Broadway, Unit 400",,Vancouver,BC,V5Z 4C2,,Current,,,5384,,Health,,HR,RACHELW,20190923202413,RACHELW,20240801180959,VANPS,Canada,ARLC10375,1209913.8863,476185.7852
RLC10374,Broadway Forensic Group,"1090 West 8th Avenue, Unit 101",,Vancouver,BC,V6H 1C4,,Current,,,5383,,Academic,,HR,RACHELW,20190923202207,RACHELW,20240801180959,BRFNG,Canada,ARLC10374,1209123.5717,476219.0051
RLC10369,LifeLabs Cam Coady Building,7455 130th Street,,Surrey,BC,V3W 1H8,Formerly "BC Biomedical Laboratories" which merged with LifeLabs,Current,,,5378,,Health,,HR,GISSTUD1,20190920230709,RACHELW,20240801180959,LLCCB,Canada,ARLC10369,1229154.1234,463118.0916
RLC10152,University Marketplace,2150 Western Parkway,,Vancouver,BC,V6T 1Z5,,Current,,,5292,,Health,,HR,,,RACHELW,20240801180959,TCFBR,Canada,ARLC10152,1200750.1296,476098.5853
RLC10007,Burnaby Hospital,3935 Kincaid Street,,Burnaby,BC,V5G 2X6,,Current,604-434-4211,https://www.fraserhealth.ca/Service-Directory/Locations/Burnaby/burnaby-hospital,5070,,Hospital,Burnaby Hospital,Affiliated Regional Centre,,,RACHELW,20240801180237,BH,Canada,ARLC10007,1217435.5344,474949.0976
RLC10415,Burnaby Hospital - West Wing,3935 Kincaid Street,,Burnaby,BC,V5G 2X6,,Current,604-434-4211,https://www.fraserhealth.ca/Service-Directory/Locations/Burnaby/burnaby-hospital,5071,,Hospital,Burnaby Hospital,Affiliated Regional Centre,RACHELW,20200424212027,RACHELW,20240801180237,BHWW,Canada,ARLC10415,1217420.028,474871.0069
RLC10136,City Square,555 West 12th Avenue,,Vancouver,BC,V5Z 3X7,,Current,,,5004,,Academic,,HR,,,RACHELW,20240801180237,CITYS,Canada,ARLC10136,1210039.229,475845.5295
RLC10044,Nanaimo Regional General Hospital,1200 Dufferin Crescent,,Nanaimo,BC,V9S 2B7,,Current,250-755-7691,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/nanaimo-regional-general-hospital,5119,,Hospital,Nanaimo Regional General Hospital,Affiliated Regional Centre,,,RACHELW,20240801180237,NRGH,Canada,ARLC10044,1148089.5585,465303.5928
RLC10051,Kamloops Royal Inland Hospital,311 Columbia Street,,Kamloops,BC,V2C 2T1,,Current,250-374-5111,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Royal%20Inland%20Hospital&svc=&ploc=,5087,,Hospital,Royal Inland Hospital,Affiliated Regional Centre,,,RACHELW,20240801180237,KRIH,Canada,ARLC10051,1399782.8381,644341.607
RLC10096,Keats Hall,2280 Wesbrook Mall,,Vancouver,BC,V6T 2K3,,Current,,,5252,UBC (fee simple),Housing,,,,,RACHELW,20240801180237,KEATH,Canada,ARLC10096,1200864.917,475822.5993
RLC10104,Vancouver General Hospital - Eye Care Centre,2550 Willow Street,,Vancouver,BC,V5Z 3N9,,Current,604-875-4555,https://ophthalmology.med.ubc.ca/,5005,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHECC,Canada,ARLC10104,1209657.9606,476067.5117
RLC10102,Vancouver General Hospital - Gordon and Leslie Diamond Health Care Centre,2775 Laurel Street,,Vancouver,BC,V5Z 1M9,,Current,604-875-4111,,5001,,Hospital,,Clinical Academic Campus,,,RACHELW,20240801180237,VGHHCC,Canada,ARLC10102,1209313.1281,475886.255
RLC10171,Summerland Research Centre - Agriculture & Agri-Food Canada,4200 Highway 97,,Summerland,BC,V0H 1Z4,,Current,,,5307,,Academic,,HR,,,RACHELW,20240801180237,SRCAAC,Canada,ARLC10171,1459994.9928,526262.6765
RLC10216,CEQAL Inc.,"2083 Alma Street, Unit 307",,Vancouver,BC,V6R 4N6,,Current,,,5339,,Health,,HR,GISSTUD1,20190918231718,RACHELW,20240801180959,CEQAL,Canada,ARLC10216,1204908.2206,476474.8455
RLC10210,Animal Health Care,1767 Angus Campbell Road,,Abbotsford,BC,V3G 2M3,,Current,,,5337,,Academic,,HR,,,RACHELW,20240801180959,ANLHC,Canada,ARLC10210,1274697.7249,453771.0287
RLC10070,Mount Saint Joseph Hospital,3080 Prince Edward Street,,Vancouver,BC,V5T 3N4,,Current,604-874-1141,http://www.vch.ca/Locations-Services/result?res_id=30,5045,,Hospital,,Community Educational Facility,,,RACHELW,20240801180959,MSJH,Canada,ARLC10070,1211533.4097,475718.2863
RLC10362,BC Centre on Substance Use,"1045 Howe Street, Unit 400",,Vancouver,BC,V6Z 2A9,,Current,,,5371,,Health,,HR,GISSTUD1,20190920224713,RACHELW,20240801180959,BCCSU,Canada,ARLC10362,1209310.4915,477939.3736
RLC10202,St. Paul's Hospital - 1190 Hornby Street,"1190 Hornby Street, Unit 770",,Vancouver,BC,V6Z 2K5,,Current,,,5021,,Hospital,,HR,,,RACHELW,20240801180959,SPHHR,Canada,ARLC10202,1209128.2732,477808.9078
RLC10397,St. Paul's Hospital - Burrard West Building,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5025,,Hospital,St. Paul's Hospital,Clinical Academic Campus,NIKT,20200129003602,RACHELW,20240801180959,SPHBW,Canada,ARLC10397,1209068.0022,478076.8923
RLC10399,St. Paul's Hospital - Burrard South Building,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5024,,Hospital,St. Paul's Hospital,Clinical Academic Campus,NIKT,20200129003555,RACHELW,20240801180959,SPHBS,Canada,ARLC10399,1209051.0653,478018.0679
RLC10150,Granville Youth Health Centre,1260 Granville Street,,Vancouver,BC,V6Z 1M4,,Current,,,5291,,Health,,HR,,,RACHELW,20240801180959,GTYHC,Canada,ARLC10150,1209179.7781,477591.7608
RLC10400,St. Paul's Hospital - Providence Phase II,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5029,,Hospital,St. Paul's Hospital,Clinical Academic Campus,NIKT,20200129003630,RACHELW,20240801180959,SPHPR2,Canada,ARLC10400,1208964.1503,478058.5579
RLC10392,Royal Jubilee Hospital - Coronation Annex,1952 Bay Street,,Victoria,BC,V8R 1J8,,Current,250-370-8000,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh,5112,,Hospital,Royal Jubilee Hospital,Clinical Academic Campus,,,RACHELW,20240801180237,RJHCA,Canada,ARLC10392,1198025.9394,383380.1064
RLC10159,Royal Jubilee Hospital - Eric Martin Pavillion,2334 Trent Street,,Victoria,BC,V8R 4Z3,,Current,,,5113,,Hospital,,Community Educational Facility,,,RACHELW,20240801180237,RJHEP,Canada,ARLC10159,1198298.9864,383374.0623
RLC10393,Royal Jubilee Hospital - Memorial Pavilion,1952 Bay Street,,Victoria,BC,V8R 1J8,,Current,250-370-8000,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh,5114,,Hospital,Royal Jubilee Hospital,Clinical Academic Campus,NIKT,20200129002502,RACHELW,20240801180237,RJHMP,Canada,ARLC10393,1198107.2794,383586.2994
RLC10426,Penticton Regional Hospital - David E. Kampe Tower,550 Carmi Avenue,,Penticton,BC,V2A 3G6,,Current,250-492-4000,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Penticton%20Regional%20Hospital&svc=&ploc=,5120,,Hospital,Penticton Regional Hospital,Affiliated Regional Centre,RACHELW,20210920185731,RACHELW,20240801180237,PRHKT,Canada,ARLC10426,1465008.4515,517262.1663
RLC10069,GF Strong Rehabilitation Centre,4255 Laurel Street,,Vancouver,BC,V5Z 2G9,,Current,604-734-1313,http://www.vch.ca/Locations-Services/result?res_id=1277,5042,,Health,BC Women's Hospital & Health Centre,HR,,,RACHELW,20240801180237,GFSRC,Canada,ARLC10069,1209426.313,474297.225
RLC10093,Accelerate Okanagan Technology Association,460 Doyle Avenue,,Kelowna,BC,V1Y 2A2,,Retired,,,4036,Leased to UBC,Academic,,,,,RACHELW,20240801180237,AOKTA,Canada,ARLC10093,1466925.2788,562948.2406
RLC10459,Loon Lake - Bentley Family Dining Hall,14500 Silver Valley Road,,Maple Ridge,BC,V4R 2R3,,Current,,,5431,UBC (fee simple),Academic,,,RACHELW,20240512033320,RACHELW,20240801180237,LLBDH,Canada,ARLC10459,1248242.3292,482285.3634
RLC10055,Mills Memorial Hospital,4720 Haugland Avenue,,Terrace,BC,V8G 2W7,,Current,250-635-2211,https://www.northernhealth.ca/locations/hospitals/mills-memorial-hospital,5099,,Hospital,Terrace Mills Memorial Hospital,Affiliated Regional Centre,,,RACHELW,20240801180237,MLMH,Canada,ARLC10055,832339.8311,1059660.2156
RLC10131,Ucluelet Medical Clinic,1566 Peninsula Road,,Ucluelet,BC,V0R 3A0,,Current,250-726-4443,https://coastalfamilyresources.ca/resources/ucluelet-medical-clinic,5276,,Health,Ucluelet,Community Educational Facility,,,RACHELW,20240801180237,UCLMC,Canada,ARLC10131,1033295.8477,436199.0102
RLC10172,Abbotsford Mental Health Centre,"32700 George Ferguson Way, Unit 11",,Abbotsford,BC,V2T 4V6,,Current,,,5308,,Health,,HR,,,RACHELW,20240801180237,ABMHC,Canada,ARLC10172,1269315.6316,455729.4658
RLC10394,St. Paul's Hospital - Providence Phase I,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5028,,Hospital,St. Paul's Hospital,Clinical Academic Campus,NIKT,20200129003623,RACHELW,20240801180959,SPHPR1,Canada,ARLC10394,1209013.23,478000.5829
RLC10395,St. Paul's Hospital - MacDonald Building,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5027,,Hospital,St. Paul's Hospital,Clinical Academic Campus,NIKT,20200129003616,RACHELW,20240801180959,SPHMB,Canada,ARLC10395,1209019.1051,478058.5846
RLC10444,Obstetrics and Gynecology,"1125 Howe Street, Unit 930",,Vancouver,BC,V6Z 2K8,Not used,Retired,,,,,Academic,,,RACHELW,20220722183628,RACHELW,20240801180959,OBGYN,Canada,ARLC10444,1209246.3217,477867.2812
RLC10396,St. Paul's Hospital - Comox Building,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5026,,Hospital,St. Paul's Hospital,Clinical Academic Campus,NIKT,20200129003609,RACHELW,20240801180959,SPHCB,Canada,ARLC10396,1209048.9524,478112.8168
RLC10215,St. Paul's Hospital - 1125 Howe Street,1125 Howe Street,,Vancouver,BC,V6Z 2K8,,Current,,,5020,,Hospital,,HR,GISSTUD1,20190918231121,RACHELW,20240801180959,SPHHW,Canada,ARLC10215,1209246.179,477863.763
RLC10163,Victoria Forensic Psychiatry Services,2840 Nanaimo Street,,Victoria,BC,V8T 5K5,,Current,,,5299,,Health,,HR,,,RACHELW,20240801180959,VCFPS,Canada,ARLC10163,1195285.5397,384169.0383
RLC10424,St. Paul's Hospital - Physical Plant,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,,Current,,,5397,,Hospital,,,NIKT,20210521235906,RACHELW,20240801180959,SPHPP,Canada,ARLC10424,1209041.0605,478080.4721
RLC10398,St. Paul's Hospital - Burrard North Building,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5023,,Hospital,St. Paul's Hospital,Clinical Academic Campus,NIKT,20200129003549,RACHELW,20240801180959,SPHBN,Canada,ARLC10398,1209112.5498,478061.0839
RLC10416,Mount Saint Joseph Hospital - ECU,3080 Prince Edward Street,,Vancouver,BC,V5T 3N4,,Current,604-874-1141,http://www.vch.ca/Locations-Services/result?res_id=30,5044,,Hospital,,Community Educational Facility,RACHELW,20200424212223,RACHELW,20240801180959,MSJHE,Canada,ARLC10416,1211537.1486,475691.0391
RLC10053,St. Paul's Hospital - Burrard Building,1081 Burrard Street,,Vancouver,BC,V6Z 1Y6,"Main Switchboard: 604-682-2344, To contact a patient: 604-684-6532",Current,604-682-2344,http://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/overview,5022,,Hospital,St. Paul's Hospital,Clinical Academic Campus,,,RACHELW,20240801180959,SPHBB,Canada,ARLC10053,1209086.6337,478038.0474
RLC10174,Simon Fraser University,8888 University Drive,,Burnaby,BC,V5A 1S6,,Current,,,5309,,Academic,,HR,,,RACHELW,20240801180237,SFU,Canada,ARLC10174,1224232.786,478633.5899
RLC10177,VIHA Development Disability Mental Health Team,"3939 Quadra Street, Unit 203",,Victoria,BC,V8X 1J5,,Current,,,5312,,Health,,HR,,,RACHELW,20240801180237,VDDMHT,Canada,ARLC10177,1195550.1882,386936.6485
RLC10180,West Side Mental Health,"4088 Cambie Street, Unit 200",,Vancouver,BC,V5Z 2X8,,Current,,,5315,,Health,,HR,,,RACHELW,20240801180237,WSSMH,Canada,ARLC10180,1210172.4393,474635.391
RLC10184,Northern Health Authority,"299 Victoria Street, Unit 820",,Prince George,BC,V2L 5B8,,Current,,,5318,,Health,,HR,,,RACHELW,20240801180237,NRTHA,Canada,ARLC10184,1212940.5927,995372.9782
RLC10186,Timber Creek Tertiary Care Facility,13646 94A Avenue,,Surrey,BC,V3V 1N1,,Current,,,5319,,Health,,HR,,,RACHELW,20240801180237,TCTCF,Canada,ARLC10186,1230253.5474,467139.6124
RLC10384,Deeley Research Centre,2410 Lee Avenue,3rd Floor,Victoria,BC,V8R 6V5,,Current,,,5388,,Health,,HR,RACHELW,20190925215904,RACHELW,20240801180959,DEERC,Canada,ARLC10384,1198230.035,383573.3553
RLC10382,Child Health BC,"4088 Cambie Street, Unit 305",,Vancouver,BC,V5Z 2X8,,Current,,,5386,,Health,,HR,RACHELW,20190925191221,RACHELW,20240801180959,CHHBC,Canada,ARLC10382,1210172.4393,474631.2355
RLC10222,Canada's Michael Smith Genome Sciences Centre,570 West 7th Avenue,,Vancouver,BC,V5Z 4S6,,Current,,,5031,,Health,,HR,GISSTUD1,20190918232446,RACHELW,20240801180959,CMSGSC,Canada,ARLC10222,1209982.2923,476323.5593
RLC10406,BC Women’s Hospital - Shaughnessy DEF Blocks,4500 Oak Street,,Vancouver,BC,V6H 3N1,,Current,,,5061,,Hospital,,Clinical Academic Campus,NIKT,20200128233343,RACHELW,20240801180959,BCWHD,Canada,ARLC10406,1209623.3752,474042.2909
RLC10408,BC Women’s Hospital - Shaughnessy C Block,4500 Oak Street,,Vancouver,BC,V6H 3N1,,Current,,,5060,,Hospital,,Clinical Academic Campus,NIKT,20200128233220,RACHELW,20240801180959,BCWHC,Canada,ARLC10408,1209591.7798,474024.0364
RLC10405,BC Women’s Hospital - Shaughnessy AB Blocks,4500 Oak Street,,Vancouver,BC,V6H 3N1,,Current,,,5059,,Hospital,,Clinical Academic Campus,NIKT,20200128233013,RACHELW,20240801180959,BCWHA,Canada,ARLC10405,1209557.0492,474004.6739
RLC10404,BC Children's Hospital - Healthy Minds Centre,4555 Heather Street,,Vancouver,BC,V6H 3N1,,Current,,,5058,,Hospital,,Clinical Academic Campus,NIKT,20200128230223,RACHELW,20240801180959,BCCHH,Canada,ARLC10404,1209736.9441,474015.0522
RLC10409,BC Children's Hospital - Clinical Support Building,4500 Oak Street,,Vancouver,BC,V6H 3N1,,Current,,,5057,,Hospital,,Clinical Academic Campus,NIKT,20200128225901,RACHELW,20240801180959,BCCHC,Canada,ARLC10409,1209443.293,474207.5137
RLC10379,BC Children's Hospital - Centre for Translational Research,948 West 28th Avenue,,Vancouver,BC,V5Z 4H4,,Current,,,5055,,Hospital,,Clinical Academic Campus,GISSTUD1,20190923210830,RACHELW,20240801180959,BCCHT,Canada,ARLC10379,1209439.9183,474173.1615
RLC10389,BC Children's Hospital - Ambulatory Care Building,4500 Oak Street,,Vancouver,BC,V6H 3N1,,Current,,,5050,,Hospital,BC Women's Hospital & Health Centre,Clinical Academic Campus,NIKT,20200128191415,RACHELW,20240801180959,BCCHA,Canada,ARLC10389,1209522.2577,474156.3609
RLC10064,BC Centre for Disease Control,655 West 12th Avenue,,Vancouver,BC,V5Z 4R4,,Current,604-707-2400,http://www.bccdc.ca/,5033,,Health,,HR,,,RACHELW,20240801180959,BCCDC,Canada,ARLC10064,1209854.1846,475867.3858
