POI_ID,ADD_ID,PLACENAME,PLACENAME2,ABBREVIATEDPLACENAME,BL_NAME,BL_CLASS,SERVICE_TYPE,PHOTOURL,URL,CONTACT,HOURS,LICENSE,MANAGE,STATUS,LEED,HTML,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,BCN_CODE,BCN_LANDUSE,BCN_NOEMP,BCN_CLASS,LAT,LONG
POI-59,VAD10841,Arts Academic Advising,,,Buchanan Building,,campus_services,,http://students.arts.ubc.ca/advising/,Phone: (604) 822-4028; Email (Aboriginal Students): arts.aboriginal@ubc.ca; Fax: (604) 822-4923,M-F: 9am - 4:30pm,N,UBC,Current,Civic,,,,PLAN,20200708210723,{FA3459A2-F646-4A85-8EC3-4DE701C1AC82},,,,Academic,-123.254213,49.2693
POI-84,VAD10889,Campus Sustainability Office,,,Centre for Interactive Research on Sustainability,,campus_services,,https://sustain.ubc.ca/,Phone: (604) 822-9376; Email: usi.office@ubc.ca,,N,UBC,Current,Civic,,,,PLAN,20200708210723,{97EF4378-2411-4F22-98D1-324961E2B903},,,,Academic,-123.25311,49.262049
POI-351,VAD10616,Iwana Taco,,,"AMS Nest, Lower Level",,cafe,,http://www.ams.ubc.ca/foodanddrink/flipside/,Phone: (604) 822-0134; Email: flipside@ams.ubc.ca,M-F: 11am - 5pm,N,AMS,Current,Services,,,,PLAN,20200708210723,{254D5098-C6D5-4273-853E-D47164F61302},CO2,Commercial,10-15,Legal Entities,-123.250027,49.266857
POI-86,VAD10774,Hot Box Yoga,,,Wesbrook Professional Centre,,commercial_services,,http://www.thehotboxyoga.com/,Phone: 1-844-484-9642; Email: info@thehotboxyoga.com,For Hours See: http://www.thehotboxyoga.com/schedule/?options%5Blocation%5D=2,Y,Non-UBC,Current,Services,,,,PLAN,20200708210723,{E00BE9B2-CA37-45F4-8FF4-0A1CBB849D1E},CO16,Commercial,5-10,Legal Entities,-123.236409,49.254474
POI-249,VAD10567,The Original Beanery,,,Fairview Crescent Residence,,cafe,,,Phone: (604) 224-2326,M-Thurs: 7:30am-9pm; Fri: 7:30am-7pm; Sat-Sun: 8:30am-7pm,Y,Non-UBC,Current,Services,,,,PLAN,20200708210717,{5C2BF04C-7397-4C25-80BD-BB821D5A78A6},CO4,Commercial,5-10,Legal Entities,-123.239468,49.263599
POI-269,VAD11122,Roseline Sturdy Amphitheatre,,,Botanical Garden,garden,plaza,,http://botanicalgarden.ubc.ca/rentals/facilities/roseline-sturdy-amphitheatre/,Phone: (604) 827-3907; Email: garden.programs@ubc.ca,,N,UBC,Current,,,,,PLAN,20200708210718,{B5F26D78-12CB-4C00-8581-95E7F3D618E3},,,,,-123.24726,49.254511
POI-1,VAD10219,Rain or Shine,Rain or Shine Ice Cream,,Central,,cafe,,http://rainorshineicecream.com/,Phone: Needs Updating; Email: human@rainorshineicecream.com,Daily: 12pm - 10pm,UC,Non-UBC,UC,Services,,,,PLAN,20200708210718,{4BF7829B-8D73-4A53-8E32-808A15889B48},CO1,Commercial,5-10,Legal Entities,-123.247377,49.266225
POI-2,VAD10091,Nori,,,Central,,cafe,,https://www.facebook.com/pg/noriubc/about/?ref=page_internal,Needs Updating,M-F: 10am - 9pm; Sat: Closed; Sun: 11am - 5pm,UC,Non-UBC,UC,Services,,,,PLAN,20200708210718,{4DD512C1-7BC5-4F4B-A0C6-4BA81C0FCFE3},CO2,Commercial,10-15,Legal Entities,-123.247587,49.266199
POI-338,VAD10560,Boulevard Coffee,,,David Strangway Building,,cafe,,http://www.theboulevard.ca/index.html,Phone: (604) 827-4488; Email: info@theboulevard.ca,Daily: 7am - 7pm; Holidays: 8am - 6pm,Y,Non-UBC,Current,Services,,,,PLAN,20200708210718,{FED3CAFE-ABD3-49B0-87C7-48F9968FBEDC},CO4,Commercial,10-15,Legal Entities,-123.24641,49.266011
POI-344,VAD11033,Ami Cafe,,,Djavad Mowafaghian Centre for Brain Health,,cafe,,http://cafeami.ca/cafe-ami-university-of-british-columbia/,Phone: (604) 822-2348; Email: CafeAmiGroup@gmail.com; Fax: (604) 822-2326,M-F: 7:00am - 5:00pm,N,Non-UBC,Current,Services,,,,PLAN,20200708210718,{843C6E86-6B37-413A-863A-A566A3EB2415},CO4,Commercial,5-10,Legal Entities,-123.244472,49.264615
POI-117,VAD11030,TBD,,,David Lam,,cafe,,,<Null>,,N,SHHS,Current,Services,,,,PLAN,20200708210732,{323242F3-FC10-48A8-A362-32DE6EEBEA01},,,,,-123.254283,49.26578
POI-36,VAD11032,Detwiller Pavilion,,,Detwiller Pavilion,,medical,,http://www.vch.ca/Locations-Services/result?res_id=990,Phone: (604) 822-7121; Fax: (604) 822-7653,,N,VCH,Current,Civic,,,,PLAN,20200708210732,{84D4D681-34B4-4DB4-83BD-D270261CB5B0},SD1,Health,,Urban Facilities,-123.244392,49.263549
POI-50,VAD11083,Seedlings,,,Thea Koerner House,,restaurant,,http://www.ubcsprouts.ca/seedlings/,,M-F: 9:30am - 4pm; Sat/Sun: Closed,N,Non-UBC,Current,Services,,,,PLAN,20200708210732,{37B3B24D-2FB0-4145-A109-1C0FC64DAC25},CO2,Commercial,0-5,Legal Entities,-123.257832,49.268322
POI-114,VAD11030,TBD,,,David Lam,,cafe,,,,,N,SHHS,Current,Services,,,,PLAN,20200708210732,{02DA7E22-B492-4785-96BB-04C23EF2144F},,,,,-123.254283,49.26578
POI-171,VAD10616,The Pit,,,"AMS Nest, Lower Level",,restaurant,,http://www.the-pit.ca/,,,N,AMS,Current,Services,,,,PLAN,20200708210732,{5DED41C4-AD99-432F-A8FD-D78340DD46D6},CO6,Commercial,15-20,Legal Entities,-123.250105,49.266761
POI-251,VAD10080,Fit For Life,,,TEF3,,minimart,,fitforlifefood.com,,M-Sat: 8am - 8:30pm; Sun: 9am - 6:30pm,Y,Non-UBC,Current,Retail,,,,PLAN,20200708210732,{B12C92AD-DD9A-4914-9A0B-D4CD6C8AEB35},CO10,Commercial,0-5,Legal Entities,-123.246477,49.26134
POI-252,VAD10616,INS Market,,,"AMS Nest, Lower Level",,minimart,,,,,N,Non-UBC,Current,Retail,,,,PLAN,20200708210732,{7196B95C-BC60-4905-AFD7-F34DD9932076},CO10,Commercial,5-10,Legal Entities,-123.249792,49.266573
POI-150,VAD11126,"Nursing, School of",,,UBC Hospital - Koerner Pavilion,,faculty/school,,https://nursing.ubc.ca/,Phone: (604) 822-7417; Email: https://nursing.ubc.ca/questions/contact-us; Fax: (604) 822-7466,,N,UBC,Current,Civic,,,,PLAN,20200708210732,{C0D91878-104E-44CA-866C-D8A06A3D97A5},,,,Academic,-123.245961,49.26413
POI-151,VAD10401,"Population and Public Health, School of (SPPH)",,,SPPH,,faculty/school,,http://spph.ubc.ca/,Phone: (604) 822-2772; Email: info@spph.ubc.ca; Fax: (604) 822-4994,,N,UBC,Current,Civic,,,,PLAN,20200708210732,{75E4E743-70AC-46DE-B268-8B092CBF115D},,,,Academic,-123.2484,49.264256
POI-167,VAD10616,CiTR 101.9 FM,,,"AMS Nest, Level 2",,campus_services,,http://www.citr.ca/,Phone: (604) 822-8648,,N,AMS,Current,Services,,,,PLAN,20200708210732,{6A8CF0A9-1991-404C-B0E0-0F44441C1A4D},,,,Academic,-123.249524,49.266415
POI-261,VAD10479,The Media Group ,,,Woodward - IRC,,campus_services,,,,,N,UBC,Current,,,,,PLAN,20200708210733,{21E1D55A-DBF1-46B9-BFAD-3589DDB46A01},,,,Academic,-123.246666,49.26487
POI-299,VAD10439,St. John's College Front Desk,Front Desk,,St. John's College,,housing_student,,http://stjohns.ubc.ca/,Phone: (604) 822-8788; Email: sjc.reception@ubc.ca; Fax: (604) 822-8855,,N,SHHS,Current,Anchor,,,,PLAN,20200708210733,{92334AA9-4DF0-4A59-A6D1-7285D75499D8},,,,Academic,-123.256231,49.262753
POI-126,VAD11040,"Science, Faculty of",,,Earth Sciences Building,,faculty/school,,https://science.ubc.ca/,Phone: (604) 822-3820; Email: advising@science.ubc.ca; Fax: (604) 822-4282,M-F: 9:30am - 4pm,N,UBC,Current,Civic,,,,PLAN,20200708210733,{FAAF0F3D-CED3-47F7-9513-4E86521533D6},,,,Academic,-123.252022,49.263
POI-300,VAD10605,Marine Drive Residence Front Desk,Front Desk,,Marine Drive Residence,,housing_student,,http://vancouver.housing.ubc.ca/residences/marine-drive-residence/,Phone: (604) 827-3242; Email: information.housing@ubc.ca,,N,SHHS,Current,Anchor,,,,PLAN,20200708210733,{1572F017-1552-4A4B-854E-87CD9017579A},,,,Academic,-123.256759,49.261441
POI-127,VAD10106,"Pharmaceutical Sciences, Faculty of",,,Pharmaceutical Sciences Building,,faculty/school,,https://pharmsci.ubc.ca/,Phone: (604) 827-2673; Fax: (604) 822-3035,M-F: 8am - 6pm,N,UBC,Current,Services,,,,PLAN,20200708210733,{45FF362C-B3F7-43C7-8A6E-16B8AF51059D},,,,Academic,-123.242775,49.262584
POI-129,VAD10479,"Medicine, Faculty of",,,Woodward - IRC,,faculty/school,,http://www.med.ubc.ca/,Phone: (604) 822-2421; Email: http://www.med.ubc.ca/about/contact/; Fax: (604) 822-6061,M-F: 8:30am - 4:30pm; Sat/Sun: Closed,N,UBC,Current,Civic,,,,PLAN,20200708210733,{B9216E90-CABC-4B86-AD74-8F3DB7DB89A3},,,,Academic,-123.246793,49.264862
POI-19,VAD10021,Go Global International Learning Programs,,,International House,,campus_services,,https://students.ubc.ca/about-student-services/go-global,Phone: (604) 822-0942; Email: go.global@ubc.ca; Fax: (604) 822-9885,M-F: 9am - 4:15pm; Sat/Sun: Closed,N,UBC,Current,,,,,PLAN,20200708210733,{832D4D0D-026F-4716-9CA0-C9B7786BE113},,,,Academic,-123.258968,49.267803
POI-184,VAD10472,Totem Park,,,,garden-l,housing_student,,https://vancouver.housing.ubc.ca/residences/totem-park/,Phone: (604) 822-3304; Email: information@housing.ubc.ca,,N,UBC,Current,,,,,PLAN,20200708210733,{772CAD8C-C162-4886-B566-AD4C8CC97465},,,,Academic,-123.254059,49.259503
POI-35,VAD11131,Purdy Pavilion,,,Purdy Pavilion,,medical,,http://www.vch.ca/Locations-Services/result?res_id=29,Phone: (604) 822-7121; Fax: (604) 822-7653,,N,VCH,Current,Civic,,,,PLAN,20200708210733,{251F6E7F-C622-48DD-B662-04B571D05C69},SD1,Health,,Urban Facilities,-123.245942,49.263265
POI-32,VAD10226,University Neighbourhoods Association,,,Granite Terrace Office,,campus_services,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/686.jpg,http://www.myuna.ca/,reception@myuna.ca</br>General Inquiries: (604) 827-5158,M-F: 8.30 am to 4.30pm,N,UNA,Current,Civic,,,,PLAN,20200708210726,{F5FD1EEF-7400-49CD-81FA-B4CD5FE716AD},CU1,Cultural,,Urban Facilities,-123.236159,49.255027
POI-17,VAD10827,David Lam Management Research Library,,,David Lam,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/490.jpg,http://lam.library.ubc.ca/,Information Desk: (604) 822-9400,M-F: 9am - 5pm; Sat/Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210726,{68466833-EF22-45F5-9364-1B85BF614879},CU2,Cultural,,Urban Facilities,-123.254611,49.265778
POI-34,VAD11146,Walter C. Koerner Library,,,Walter C. Koerner Library,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/515-1.jpg,http://www.library.ubc.ca/koerner,Information Desk: (604) 822-2725,M-Th: 8am - 8pm; Fri: 8am - 5pm; Sat:10am - 5pm; Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210726,{4574B1C0-AF23-4DC8-B084-3376947C2808},CU5,Cultural,,Urban Facilities,-123.255131,49.266655
POI-362,VAD10023,"Music, Art & Architecture LIbrary",,,Irving K. Barber,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/516.jpg,http://barber.library.ubc.ca/,Phone: (604) 822-3943; Email: maa.library@ubc.ca; Fax: (604) 822-3779,M-Thurs: 9am - 7pm; Fri: 9am - 5pm; Sat: 10am - 5pm; Sun: Closed ,N,Library,Current,Civic,,,,PLAN,20200708210726,{9F4C9446-C9E1-45BD-9FE2-56FC9E54AF5F},CU2,Cultural,,Urban Facilities,-123.252976,49.267876
POI-18,VAD10226,Village Gate Homes (Rental Housing) ,,,Granite Terrace Office,,campus_services,,https://www.villagegatehomes.com/,Phone: (778) 945-5100; Email: info@villagegatehomes.com,,N,UBCPT,Current,Services,,,,PLAN,20200708210726,{2BB9C532-7AEB-4508-98D0-BF994EACE365},,,,,-123.236051,49.255071
POI-111,VAD11124,University Hill Secondary School,,,University Hill Secondary School,,school,,http://go.vsb.bc.ca/schools/uhill/Pages/default.aspx,Phone: (604) 713-8258; Fax: (604) 713-8257,,N,VSB,Current,Civic,,,,PLAN,20200708210726,{86737F29-6353-40E3-ABC2-864653A71AE1},ED3,Education,,Urban Facilities,-123.239098,49.254123
POI-363,VAD10023,Rare Books and Special Collections,,,Irving K. Barber,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/516.jpg,http://rbsc.library.ubc.ca/,Phone: (604) 822-2521,M-F: 10am - 4pm; Sat/Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210726,{1A440388-BE5D-4BD6-8717-36A955D5E92B},ED4,Education,,Urban Facilities,-123.252976,49.267876
POI-364,VAD10023,University Archives,,,Irving K. Barber,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/516.jpg,http://archives.library.ubc.ca/,Phone: (604) 822-5877; Email: http://archives.library.ubc.ca/contact-us/; Fax: (604) 822-9587,M-F: 10am - 4pm; Sat: 12pm - 5pm (Oct-Apr),N,Library,Current,Civic,,,,PLAN,20200708210726,{55A56026-523F-48F5-801D-E9104ECD9186},ED4,Education,,Urban Facilities,-123.252976,49.267876
POI-237,VAD10029,UBC Skate Park,,,,garden,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210727,{FD2D86A3-885F-493E-9493-38EF39246E83},DE1,Sports,,Urban Facilities,-123.244471,49.260842
POI-134,VAD11141,Neptune Chinese Kitchen,,,Village Square,,restaurant,,https://www.neptunegroup.ca/ck-ubc,Phone: (604) 559-7098,M-S: 11am - 12am,Y,Non-UBC,UC,Services,,,,PLAN,20200708210727,{67C359FB-AFAC-49AB-8ECC-702F52617800},CO2,Commercial,15-20,Legal Entities,-123.235952,49.254185
POI-168,VAD10616,Gallery 2.0,,,"AMS Nest, Level 4",,restaurant,,http://www.ams.ubc.ca/foodanddrink/gallery/,Phone: (604) 827-5660,M-F: 11am - 10pm,N,AMS,Current,Services,,,,PLAN,20200708210727,{DAE45555-1FD3-4206-B5BD-9399CB7EE42F},CO2,Commercial,15-20,Legal Entities,-123.250066,49.266714
POI-63,VAD10845,PROTRANS BC Community Arena,,,Doug Mitchell Centre,,athletics,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210727,{DD7ECD96-7E73-4243-95D5-3A020662862D},DE2,Sports,,Urban Facilities,-123.241947,49.260412
POI-210,VAD10891,Dollar "N" Plus ,,,University Village,,retail,,https://www.vancouverdollarstore.ca/,Phone: (604) 228-9818,Daily: 9am - 9pm,N,UEL,UEL,Retail,,,,PLAN,20200708210727,{0F3B00D4-6349-49D9-8914-43BDC29348FD},CO14,Commercial,5-10,Legal Entities,-123.242181,49.266045
POI-133,VAD11143,Shoppers Drug Mart,,,Village Square,,retail,,https://stores.shoppersdrugmart.ca/en/store/2247/?utm_source=G&utm_medium=lpm&utm_campaign=LPM%20_SDM,Phone: (604) 224-3086,M-S: 8am - 12am,Y,Non-UBC,UC,Services,,,,PLAN,20200708210727,{E4AE09ED-4C63-4150-B05D-C7AB72064370},CO7,Commercial,10-15,Legal Entities,-123.236495,49.254067
POI-287,VAD10224,Arthur Lord Field,Arthur Lord ,,,field,field,,https://sportfacilities.ubc.ca/thunderbird-park/thunderbird-park-contact/,"Department of Athletics & Rec, Phone: (604) 827-2764; Fax: (604) 822-6011",(Field Hours) M-F: 9am - 11pm; Sat: 8am - 8pm; Sun: 8am - 11pm,N,Athletics,Current,Services,,,,PLAN,20200708210727,{EB0EC6E2-FEA2-4D72-A5A3-95DCD1075E15},DE4,Sports,,Urban Facilities,-123.240254,49.259125
POI-157,VAD10022,Iona Green,,,,,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210727,{88DCAE80-22F4-4F53-B1FA-0BB94C065235},DE5,Sports,,Urban Facilities,-123.250201,49.270668
POI-163,VAD10193,Nobel Park,,,,garden,park,,http://wesbrook.app2.thoughtshop.com/posts/nobel-park#.VYm4Wfm4S70,,,N,UNA,Current,Civic,,,,PLAN,20200708210727,{430AB3AD-B3F4-428E-A63C-014FCB47DD4C},DE5,Sports,,Urban Facilities,-123.2333,49.250134
POI-164,VAD10385,Mundell Park,,,,garden,park,,http://www.discoverwesbrook.com/posts/mundell-park#.WWPTuojyvcs,,,N,UNA,Current,Civic,,,,PLAN,20200708210727,{C18F1919-F66C-4A72-A7B0-CD75CF4E5F89},DE5,Sports,,Urban Facilities,-123.236175,49.252312
POI-192,VAD10781,Brockhouse Park,,,,garden,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210728,{0A709BA6-8801-4ED6-B9E4-B7ADFEBC6573},DE5,Sports,,Urban Facilities,-123.237431,49.253715
POI-272,VAD10071,Norman MacKenzie Square,,,,,plaza,,,,,N,UNA,Current,,,,,PLAN,20200708210728,{8D968CD8-09BE-4B31-9544-775020AAB147},,,,,-123.235328,49.254185
POI-294,VAD10781,Community Field,Community,,,field,field,,,,,N,UNA,Current,,,,,PLAN,20200708210728,{E0CDABAC-844D-4FAB-8DEB-F3E438D15EC6},DE4,Sports,,Urban Facilities,-123.239032,49.253287
POI-283,VAD11102,Rasphal Dhillon Track & Field Oval,Rasphal Dhillon,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210728,{1CF98690-52ED-4464-B91C-5DC646CA6E78},DE4,Sports,,Urban Facilities,-123.238461,49.256579
POI-194,VAD10149,Michael Smith Park,,,,garden,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210728,{9C502DE4-AF35-4D4E-AAC9-F2E3E8BB6977},DE5,Sports,,Urban Facilities,-123.232653,49.253641
POI-297,VAD11102,Soccer Field,Soccer,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210728,{F14A8CF4-B5C9-4126-87D8-FA3F123EC6C0},DE4,Sports,,Urban Facilities,-123.241074,49.256638
POI-295,VAD11102,Baseball Field,Baseball,,,field,field,,https://sportfacilities.ubc.ca/thunderbird-park/thunderbird-park-contact/,"Department of Athletics & Rec, Phone: (604) 827-2764; Fax: (604) 822-6011",(Field Hours) M-F: 9am - 11pm; Sat: 8am - 8pm; Sun: 8am - 11pm,N,Athletics,Current,Services,,,,PLAN,20200708210728,{A9B1FEF1-5E98-4355-BFA9-36326662851B},DE4,Sports,,Urban Facilities,-123.240605,49.255756
POI-279,VAD10224,Frank Buck Field,Frank Buck,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210728,{DD3CC4A7-C039-4516-BCAE-39B78ACA854D},DE4,Sports,,Urban Facilities,-123.241188,49.2589
POI-25,VAD10438,St. John Hospice,,,St. John Hospice,,medical,,http://stjohnhospice.ca/,Phone: (604) 806-9686; Email: admin@sosjvancouver.org; Fax: (604) 806-9685,,N,UBC,Current,Civic,,,,PLAN,20200708210728,{E0D956C9-A16B-452C-912F-68AAB22B311A},SD1,Health,,Urban Facilities,-123.247462,49.255457
POI-298,VAD11102,Varsity Field,Varsity,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210728,{A0AC36D8-C321-484E-A3A3-38F7F2516ED0},DE4,Sports,,Urban Facilities,-123.240435,49.257893
POI-291,VAD11102,Chris Spencer Field,Chris Spencer,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210728,{9F30D8E7-1C70-4240-A20F-CC9F847456D3},DE4,Sports,,Urban Facilities,-123.239548,49.258146
POI-290,VAD10406,Ken Woods Field,Ken Woods ,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210728,{CC8BFFF8-D344-4C13-BADC-3D69878FDE5C},DE4,Sports,,Urban Facilities,-123.243213,49.258198
POI-293,VAD10406,Wolfson Field,Wolfson,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210728,{92361232-6B5B-4BFB-9F2D-F1EAD7844B0F},DE4,Sports,,Urban Facilities,-123.242335,49.25845
POI-281,VAD11102,Harry Warren Field,Harry Warren,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210729,{D41CD5ED-0964-45A6-8217-1F5648DAF3E4},DE4,Sports,,Urban Facilities,-123.242521,49.257088
POI-292,VAD11102,Harold Wright Field,Harold Wright,,,field,field,,,,,N,Athletics,Current,Services,,,,PLAN,20200708210729,{8A1832B4-536D-4E4F-9FA7-3F878BB51041},DE4,Sports,,Urban Facilities,-123.241494,49.257476
POI-162,VAD10116,Hawthorn Park,,,,garden,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210729,{390C740F-7D12-4B1A-95EA-6BFADE891AE8},DE5,Sports,,Urban Facilities,-123.248412,49.257875
POI-286,VAD11092,David Sidoo Field,David Sidoo,,,field,field,,,,,N,Athletics,Current,,,,,PLAN,20200708210729,{D7E3E574-037B-4358-B45F-450575DE7822},DE4,Sports,,Urban Facilities,-123.24545,49.254495
POI-161,VAD10208,Eagles Park,,,,garden,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210729,{C3A71C9A-D51A-4D4F-94D6-4670D28FB5E1},DE5,Sports,,Urban Facilities,-123.246395,49.258629
POI-160,VAD10100,Jim Taylor Park,,,,garden,park,,,,,N,UNA,Current,Civic,,,,PLAN,20200708210729,{98B39304-865D-4B91-92DE-AA5BD2C1A28D},DE5,Sports,,Urban Facilities,-123.247873,49.25923
POI-21,VAD10815,Fairview Grove,,,,garden,wood,,,,,N,UBC,Current,,,,,PLAN,20200708210729,{9BFDEA9E-0773-43E9-AC93-1EBE72726FA4},DE5,Sports,,Urban Facilities,-123.250619,49.262903
POI-242,VAD10891,University Village various venues,,,University Village,,retail,,,,,N,UEL,UEL,,,,,PLAN,20200708210729,{A01DDBB6-E019-44DD-9E9F-659EED5E845A},,,,,-123.242792,49.266261
POI-39,VAD10184,Education Library,,,Scarfe,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/234.jpg,http://education.library.ubc.ca/,Information Desk: (604) 822-3767,M-Th: 8am - 9pm; Fri: 8am - 5pm; Sat: 12pm - 5pm; Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210729,{A12C179F-2503-46B8-A1C2-105B147995F8},CU2,Cultural,,Urban Facilities,-123.253356,49.263796
POI-316,VAD10023,The Chung Collection Exhibition,,,Irving K. Barber,,attractions,,http://chung.library.ubc.ca/,Phone: (604) 822-2521; Email: chung.collection@ubc.ca,M-F: 10am - 4pm; Sat: 12pm - 5pm (Sept - Apr),N,Library,Current,,,,,PLAN,20200708210729,{29CFE08B-954B-49AE-BB36-9213615AA945},CU3,Cultural,,Urban Facilities,-123.25278,49.267556
POI-69,VAD10840,Crane Library,,,"Brock Hall 
Brock Hall Annex",,campus_services,,http://services.library.ubc.ca/facilities/disability-access-by-building/access-guide-crane-library/,Phone: (604) 822-5584; Email: crane.library@ubc.ca,,N,UBC,Current,,,,,PLAN,20200708210729,{C376B245-7D97-4E2C-855C-1B30BCB39A02},CU2,Cultural,,Urban Facilities,-123.252559,49.269034
POI-191,VAD10082,Wesbrook Village Welcome Centre,,,Tapestry,,attractions,,http://www.discoverwesbrook.com/,Phone: (604) 228-2025; Email: info@discoverwesbrook.com,Daily: 10am - 6pm,N,UBCPT,Current,Civic,,,,PLAN,20200708210729,{337BADCF-2A27-4CF8-8BF7-35C8CB1A02DF},CU1,Cultural,,Urban Facilities,-123.234808,49.254162
POI-193,VAD10616,Hatch Art Gallery,,,AMS Nest,,attractions,,http://www.ams.ubc.ca/nest/art-gallery/,,,N,AMS,Current,Services,,,,PLAN,20200708210729,{E3F475BD-F6D3-4D9E-8192-5ECA9063DB72},CU3,Cultural,,Urban Facilities,-123.249756,49.266525
POI-354,VAD10180,Music Library,,,Music Building,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/575.jpg,http://music.library.ubc.ca,Information Desk: (604) 822-3589,M-F: 9am - 5pm; Sat/Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210730,{3EFE7CDA-940D-4BFE-B292-89F36DC21806},CU2,Cultural,,Urban Facilities,-123.256713,49.267347
POI-357,VAD10479,Woodward Library,,,Woodward Library,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/536.jpg,http://www.library.ubc.ca/bmb/,Information Desk: (604) 822-2883,M-Th: 8am - 9pm; Fri: 8am - 5pm; Sat: 12pm - 5pm; Sun Closed,N,Library,Current,Civic,,,,PLAN,20200708210730,{EEC6A580-7E5A-4F79-9928-99D957DCE1B3},CU2,Cultural,,Urban Facilities,-123.247504,49.264598
POI-358,VAD10023,Irving K Barber Learning Centre,,,Irving K. Barber,,libraries,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/516.jpg,http://www.ikebarberlearningcentre.ubc.ca/,Information Desk: (604) 822-2725,Mon/Thurs/Fri: 9am - 5pm; Tues/Wed: 9am - 8pm; Sat: 12pm - 5pm; Sun: Closed,N,Library,Current,Civic,,,,PLAN,20200708210730,{2E674360-C124-4F3B-89B2-4F5C46D42714},CU5,Cultural,,Urban Facilities,-123.252705,49.267556
POI-28,VAD10415,UBC Welcome Centre,,,Alumni Centre,,campus_services,,http://welcomecentre.ubc.ca/,Phone: (604) 822-3313; Email: alumni.ubc@ubc.ca,M-F: 8am - 6pm; Sat: 10am - 4pm; Sun: Closed,N,UBC,Current,Civic,,,,PLAN,20200708210730,{DAA7EEA2-3453-4534-9E97-5A2449759D40},CU1,Cultural,,Urban Facilities,-123.249758,49.265968
POI-230,,Pizza Garden,,,University Village Pharmacy,,cafe,,http://www.pizzagarden.ca/,,,N,UEL,UEL,Services,,,,NIKT,20200716181320,{A280DB19-D7B2-41A8-8144-912C30EDDE08},CO3,Commercial,10-15,Legal Entities,-123.243497,49.266465
POI-170,VAD10616,Blue Chip Cafe,Blue Chip Cookies,,AMS Nest,,cafe,,https://www.ams.ubc.ca/the-nest/eat/,Phone: (604) 822-6999; Email: bluechipsup@ams.ubc.ca,M-F: 7am - 7pm; Sat/Sun: 9am - 5pm,N,AMS,Current,Services,,,,PLAN,20200708210730,{C8BCCFE9-454C-435E-8897-C316C97D47E2},CO4,Commercial,10-15,Legal Entities,-123.24981,49.266751
POI-135,VAD10078,Careville Pharmacy,,,The Mews,,pharmacy,,https://www.carevilleubc.ca/,Phone: (604) 800-0223; Email: info@careville.ca,M-F: 9am - 6pm; Sat: 9am - 5pm; Sun: Closed,Y,Non-UBC,Current,Retail,,,,PLAN,20200708210731,{1C1ECF52-CD3F-4F2A-BE0D-0BA3398773EC},CO7,Commercial,5-10,Legal Entities,-123.235675,49.254776
POI-140,VAD11098,AHVA Gallery,,,Ponderosa Commons East - Audain Art Centre,,attractions,,https://ahva.ubc.ca/ahva-gallery-home/,Phone: (604) 822-4563; Email: ahva.gallery@ubc.ca; Fax: (604) 822-9003,M-F (Sept-Apr): 12pm - 4pm,N,UBC,Current,,,,,PLAN,20200708210731,{E3AB0761-F5E2-48B4-B715-0C648609D512},CO12,Commercial,0-5,Legal Entities,-123.254563,49.263866
